--550041 -> 550065
FACTORYABS_FIELD_OFFSETS = {
   {550052, -13194.900390625, 297.73699951172, 22.462200164795, 3.2397599220276, 100},
   {550052, -13193.400390625, 294.91598510742, 22.462200164795, 1.0956300497055, 100},
   {550049, -13167, 296.47299194336, 24.562900543213, 0.55978798866272, 300},
   {550043, -13172.618164063, 288.12139892578, 22.562311172485, 0.26153999567032, 500},
   {550043, -13186, 306.66900634766, 22.562400817871, 1.0469299554825, 500},
   {550041, -13167, 272.03298950195, 22.562400817871, 3.1743500232697, 250},
   {550052, -13195, 315.62899780273, 22.462200164795, 3.0313799381256, 100},
   {550035, -13174.799804688, 302.54299926758, 18.607099533081, 0, 1000},
   {550052, -13195.799804688, 310.64801025391, 22.412599563599, 1.1503499746323, 150},
   {550052, -13181.700195313, 290.66799926758, 22.412599563599, 4.4191799163818, 150},
   {550052, -13197.900390625, 306.25399780273, 22.412599563599, 0.86367797851563, 150},
   {550052, -13186.700195313, 304.18301391602, 22.412599563599, 2.8648800849915, 150},
   {550052, -13180.099609375, 294.66900634766, 22.462200164795, 0.3390319943428, 100},
   {550052, -13172.900390625, 295.26901245117, 22.462200164795, 3.9636499881744, 100},
   {550052, -13167.5, 291.39599609375, 22.412599563599, 1.1244299411774, 150},
   {550052, -13162.900390625, 279.90899658203, 22.462200164795, 5.2988200187683, 100},
   {550052, -13179.900390625, 300.38598632813, 22.319200515747, 1.3883299827576, 250},
   {550052, -13164.599609375, 282.75601196289, 22.462200164795, 0.7278059720993, 100},
   {550052, -13177.799804688, 281.71899414063, 22.319200515747, 0.45684298872948, 250},
   {550052, -13172.299804688, 280.84698486328, 22.462200164795, 4.6390900611877, 100},
   {550052, -13186.700195313, 273.78900146484, 22.412599563599, 3.4790599346161, 150},
   {550035, -13174.799804688, 272.14099121094, 18.607099533081, 0, 1000},
   {550052, -13179.900390625, 270.0299987793, 22.319200515747, 1.7315399646759, 250},
   {550052, -13194.900390625, 285.30801391602, 22.462200164795, 4.527820110321, 100},
   {550052, -13194.900390625, 267.3039855957, 22.462200164795, 4.6888198852539, 100},
   {550048, -13168.799804688, 274.68499755859, 22.561599731445, 2.1284201145172, 100},
   {550051, -13161.400390625, 274.91598510742, 22.562400817871, 3.3023300170898, 200},
   {550051, -13162.5, 281.00698852539, 22.562099456787, 3.3023300170898, 200},
   {550051, -13163.5, 287.13299560547, 22.562400817871, 3.3023300170898, 200},
   {550050, -13169.700195313, 300.7200012207, 28.585599899292, 0.56053298711777, 379.99999523163},
   {550049, -13174.099609375, 305.24899291992, 23.882499694824, 0.91553300619125, 379.99999523163},
   {550049, -13180.099609375, 309.85198974609, 29.68989944458, 0.91553300619125, 200},
   {550049, -13185.200195313, 313.08700561523, 26.905300140381, 1.2446199655533, 209.99999046326},
   {550049, -13193, 315.85699462891, 31.036800384521, 1.2446199655533, 200},
   {550050, -13188.799804688, 314.45599365234, 29.866199493408, 1.2446199655533, 300},
   {550049, -13197.599609375, 317.41799926758, 26.815000534058, 1.2446199655533, 200},
   {550061, -13189.900390625, 287.34899902344, 22.561599731445, 3.3047800064087, 100},
   {550061, -13189.900390625, 302.28399658203, 22.562799453735, 1.8203699588776, 100},
   {550061, -13176.200195313, 287.22100830078, 22.563299179077, 6.2044701576233, 100},
   {550055, -13188.200195313, 307.75100708008, 22.561800003052, 5.0807700157166, 100},
   {550061, -13160.900390625, 277.41598510742, 21.857099533081, 3.4675500392914, 300},
   {550055, -13183.200195313, 284.89099121094, 22.561800003052, 4.7634701728821, 100},
