FOREST_FIELD_OFFSETS = {
   {550079, 43.6113281245, -9.3378601074206, 0.0029004669189447, 3.1105799674988, 69.999998807907},
   {550068, -32.188476563, -31.051849365233, 0.0024007415771479, 4.5400099754333, 179.99999523163},
   {550068, -26.688476563, -31.76885986328, 0.0024007415771479, 3.0791599750519, 179.99999523163},
   {550068, -27.4882812505, -13.409851074217, 0.0022004699707026, 4.771210193634, 179.99999523163},
   {550092, -6.0888671880002, -35.107849121092, -3.4067999267578, 2.6774299144745, 15.000000596046},
   {550091, -5.4882812505002, -34.003845214842, -3.6978994750977, 2.6460099220276, 10.000000149012},
   {550068, -36.9882812505, -5.4058532714831, 0.0020001983642572, 0.98166400194168, 179.99999523163},
   {550090, -10.288085938, -36.83184814453, 0.0022004699707026, 4.1208400726318, 200},
   {550092, -6.8886718755002, -36.575866699217, -3.501400604248, 3.9576299190521, 14.000000059605},
   {550090, -6.3886718755002, -31.002868652342, 0.0020993804931635, 0.80724197626114, 229.99999523163},
   {550099, -7.5888671880002, -34.680847167967, 6.5016997909546, 5.7403302192688, 120.00000476837},
   {550068, -28.8886718755, -34.314849853514, 0.0024007415771479, 4.0569801330566, 179.99999523163},
   {550068, -23.688476563, -37.262847900389, 0.0024007415771479, 4.2690401077271, 179.99999523163},
   {550068, -28.288085938, -32.41485595703, 0.0024007415771479, 3.7114100456238, 179.99999523163},
   {550096, -14.188476563, -37.514862060546, 0.0017007446289057, 1.839329957962, 40.000000596046},
   {550068, -33.588867188, -4.9688720703112, 0.0020001983642572, 0.43973898887634, 179.99999523163},
   {550085, -35.9882812505, -14.078857421874, 2.0022004699707, 3.2687499523163, 69.999998807907},
   {550078, -16.188476563, -23.086853027342, 0.0032991027832026, 1.4690799713135, 50},
   {550096, -24.688476563, -19.328857421874, 0.40280090332031, 2.5587999820709, 30.000001192093},
   {550095, -18.688476563, -18.149871826171, 1.0027993774414, 1.4828100204468, 30.000001192093},
   {550095, -15.3886718755, -18.188873291014, 1.002599105835, 5.0469498634338, 25},
   {550068, -26.788085938, -0.27584838867062, 0.0020001983642572, 5.9414501190186, 179.99999523163},
   {550068, -29.788085938, -3.633850097655, 0.0020001983642572, 4.735869884491, 179.99999523163},
   {550096, -11.3886718755, -19.066864013671, 0.0034001922607416, 4.5945501327515, 30.000001192093},
   {550068, -21.088867188, -36.150848388671, 0.0024007415771479, 4.1119599342346, 179.99999523163},
   {550096, -8.3886718755002, -23.144866943358, 0.0031999206542963, 0.48770201206207, 30.000001192093},
   {550095, -6.3886718755002, -26.320861816405, 0.0024999237060541, 1.2652499675751, 34.999999403954},
   {550090, -39.688476563, -21.358856201171, 0.0022996520996088, 0.26700899004936, 120.00000476837},
   {550090, -35.588867188, -28.298858642577, 0.0017999267578119, 3.7031300067902, 100},
   {550090, -37.288085938, -21.290863037108, 0.0029004669189447, 3.978019952774, 100},
   {550068, -21.088867188, -38.898864746092, 0.0024007415771479, 2.5961399078369, 179.99999523163},
   {550068, -21.288085938, -34.009857177733, 0.0024007415771479, 4.6970801353455, 179.99999523163},
   {550068, -41.288085938, 2.50213623047, 0.0020001983642572, 0.40438801050186, 179.99999523163},
   {550068, -18.688476563, -40.804870605467, 0.0024007415771479, 1.2295500040054, 179.99999523163},
   {550068, -38.088867188, 5.1311340332044, 0.0020001983642572, 4.2057199478149, 179.99999523163},
   {550068, -35.4882812505, 1.367126464845, 0.0020001983642572, 2.9883499145508, 179.99999523163},
