FACTORY_FIELD_OFFSETS = {
   {550052, -25.088867188, -22.562866210936, -0.60220016479492, 0.3390319943428, 100},
   {550052, -32.288085938, -23.162872314452, -0.60220016479492, 3.9636499881744, 100},
   {550052, -37.688476563, -19.28985595703, -0.55259956359863, 1.1244299411774, 150},
   {550052, -42.288085938, -7.8028564453112, -0.60220016479492, 5.2988200187683, 100},
   {550052, -25.288085938, -28.279846191405, -0.45920051574707, 1.3883299827576, 250},
   {550052, -40.588867188, -10.649871826171, -0.60220016479492, 0.7278059720993, 100},
   {550052, -27.3886718755, -9.612854003905, -0.45920051574707, 0.45684298872948, 250},
   {550052, -32.8886718755, -8.7408447265612, -0.60220016479492, 4.6390900611877, 100},
   {550052, -18.4882812505, -1.6828613281237, -0.55259956359863, 3.4790599346161, 150},
   {550035, -30.3886718755, -0.034851074217499, 3.2529004669189, 0, 1000},
   {550052, -25.288085938, 2.0761413574231, -0.45920051574707, 1.7315399646759, 250},
   {550052, -10.288085938, -13.201873779296, -0.60220016479492, 4.527820110321, 100},
   {550052, -10.288085938, 4.8021545410169, -0.60220016479492, 4.6888198852539, 100},
   {550061, -28.9882812505, -15.114868164061, -0.70329917907715, 6.2044701576233, 100},
   {550055, -16.9882812505, -35.644866943358, -0.70180000305176, 5.0807700157166, 100},
   {550061, -44.288085938, -5.3098449707019, 0.0029004669189447, 3.4675500392914, 300},
   {550055, -21.9882812505, -12.784851074217, -0.70180000305176, 4.7634701728821, 100},
   {550055, -17.3886718755, -10.661865234374, -0.70180000305176, 0.36052298545837, 100},
   {550052, -11.788085938, 38.048141479493, -0.60220016479492, 3.0353100299835, 100},
   {550043, -6.0195312505002, 31.400802612306, -0.7026106262207, 4.9739198684692, 500},
   {550052, -10.288085938, 35.188140869142, -0.60220016479492, 5.4700398445129, 100},
   {550049, -37.188476563, 24.631134033204, -2.7029005432129, 5.6907901763916, 300},
   {550052, -23.288085938, 11.866149902345, -0.55259956359863, 3.9110200405121, 150},
   {550035, -30.3886718755, 30.35614013672, 3.2529004669189, 0, 1000},
   {550052, -25.088867188, 7.8311462402356, -0.60220016479492, 5.5446500778198, 100},
   {550052, -39.788085938, 6.7861328125013, -0.55259956359863, 1.338840007782, 150},
   {550052, -32.288085938, 7.2431335449231, -0.60220016479492, 3.2080900669098, 100},
   {550052, -32.9882812505, 21.618133544923, -0.60220016479492, 1.4527200460434, 100},
   {550052, -37.688476563, 11.242126464845, -0.55259956359863, 5.5367999076843, 150},
   {550052, -27.3886718755, 20.842132568361, -0.45920051574707, 3.0156700611115, 250},
   {550052, -25.3886718755, 32.431137084962, -0.45920051574707, 0.25106701254845, 250},
   {550052, -18.688476563, 28.574142456056, -0.60220016479492, 0.81262999773026, 100},
   {550052, -11.688476563, 7.6041259765638, -0.60220016479492, 1.6925300359726, 100},
   {550052, -10.088867188, 17.240142822267, -0.60220016479492, 2.6467900276184, 100},
   {550052, -9.1884765630002, 22.270141601564, -0.55259956359863, 2.8117198944092, 150},
   {550052, -7.3886718755002, 26.591140747072, -0.55259956359863, 5.3053598403931, 150},
   {550061, -15.3886718755, 15.703125000001, -0.70220054626465, 4.9109201431274, 100},
   {550061, -15.3886718755, 30.57814025879, -0.70310081481934, 0.67840600013733, 100},
   {550053, -10.688476563, 38.068145751954, 0.0017007446289057, 4.932119846344, 100},
   {550055, -30.088867188, 16.965133666993, -0.70180000305176, 5.7970499992371, 100},
   {550055, -15.688476563, 34.416137695314, -0.70180000305176, 5.4506897926331, 89.999997615814},
   {550052, 37.311523437, -18.586853027342, -0.55259956359863, 0.085336603224277, 150},
   {550052, 35.6113281245, 2.0451354980481, -0.45920051574707, 3.0446400642395, 250},
   {550052, 20.211914062, 1.85614013672, -0.60220016479492, 5.015989780426, 100},
   {550052, 18.6113281245, -7.8228454589831, -0.60220016479492, 4.9492402076721, 100},
   {550052, 20.211914062, -10.598846435546, -0.60220016479492, 0.052275098860264, 100},
   {550052, 27.911132812, -8.5598449707019, -0.60220016479492, 1.1086399555206, 100},
   {550052, 33.5117187495, -9.5428466796862, -0.45920051574707, 5.7498998641968, 250},
   {550043, 28.6640624995, 11.370361328126, -0.70200790405273, 3.4031300544739, 500},
   {550043, -0.37695312550022, -38.68243408203, -0.70309318542481, 1.8323299884796, 500},
   {550052, 35.811523437, -22.514862060546, -0.60220016479492, 4.4128799438477, 100},
   {550052, 35.211914062, -28.112854003905, -0.45920051574707, 2.3865599632263, 250},
   {550052, 28.5117187495, -23.299865722655, -0.60220016479492, 2.0920300483704, 100},
   {550052, 6.9111328119998, -33.51885986328, -0.55259956359863, 2.3794898986816, 150},
   {550052, 23.1113281245, -19.138854980467, -0.55259956359863, 4.3351302146912, 150},
   {550048, 19.6113281245, -31.109863281249, -0.7020002746582, 0.57334101200104, 100},
   {550052, 21.1113281245, -23.543853759764, -0.55259956359863, 4.9045400619507, 150},
   {550049, 41.711914062, -17.509857177733, -2.7029005432129, 2.7573299407959, 300},
   {550052, -1.9882812505002, -38.108856201171, -0.7025, 5.8862900733948, 100},
   {550052, 18.711914062, -38.148864746092, -0.60220016479492, 3.5418798923492, 100},
   {550052, 5.4111328119998, -37.500854492186, -0.60220016479492, 4.8338599205017, 100},
   {550052, 5.2119140619998, -43.230865478514, -0.45920051574707, 2.662230014801, 250},
   {550035, 0.011718749499778, -15.023864746092, 3.2529004669189, 0, 1000},
   {550035, 30.411132812, -0.034851074217499, 3.2529004669189, 0, 1000},
   {550035, 30.411132812, -30.436859130858, 3.2529004669189, 0, 1000},
   {550049, 1.7119140619998, -45.671874999999, -2.7029005432129, 1.6066800355911, 300},
   {550035, 0.011718749499778, -45.413848876952, 3.2529004669189, 0, 1000},
   {550052, 42.311523437, -1.76885986328, -0.55259956359863, 2.4449601173401, 150},
   {550052, -2.4882812505002, -23.713867187499, -0.60220016479492, 3.1494400501251, 100},
   {550052, 3.1113281244998, -24.546874999999, -0.45920051574707, 2.9059700965881, 250},
   {550052, 11.811523437, -16.635864257811, -0.55259956359863, 3.451819896698, 150},
   {550051, 16.911132812, -40.451873779296, -0.70229972839356, 5.1448798179626, 200},
   {550051, 22.5117187495, -37.838867187499, -0.7025, 5.1448798179626, 200},
   {550051, 11.311523437, -43.020874023436, -0.70349945068359, 5.1448798179626, 200},
   {550042, 23.0117187495, -27.795867919921, -0.7020002746582, 5.6839299201965, 400},
   {550050, -3.2880859380002, -45.848846435546, -6.1696993255615, 1.6059099435806, 250},
   {550061, 15.0117187495, -30.252868652342, -0.70279945373535, 2.0222198963165, 100},
   {550061, 15.1113281245, -15.306854248046, -0.70290054321289, 4.551990032196, 100},
   {550061, 32.911132812, -15.070861816405, -0.70209945678711, 2.9969000816345, 100},
   {550061, -4.2880859380002, -30.255859374999, -0.70329917907715, 6.0725197792053, 100},
   {550061, 20.1113281245, -40.210845947264, 0.0024999237060541, 2.1117599010468, 300},
   {550055, 35.711914062, -9.9488525390612, -0.70229972839356, 5.944709777832, 100},
   {550055, 29.211914062, -24.658874511717, -0.7020002746582, 0.03066029958427, 100},
   {550055, 19.911132812, -24.881866455077, -0.70240081787109, 2.3428699970245, 100},
   {550055, 7.1113281244998, -29.242858886717, -0.70180000305176, 3.1871700286865, 100},
   {550055, -4.8886718755002, -25.574859619139, -0.70180000305176, 5.544939994812, 100},
   {550052, 37.411132812, 11.661132812501, -0.55259956359863, 4.5840101242065, 150},
   {550052, 35.811523437, 7.9791259765638, -0.60220016479492, 5.2869400978088, 100},
   {550052, 28.5117187495, 7.2251281738294, -0.60220016479492, 2.9975099563599, 100},
   {550052, 23.1113281245, 11.282135009767, -0.55259956359863, 4.2934198379517, 150},
   {550052, 21.1113281245, 6.9421386718763, -0.55259956359863, 4.7293200492859, 150},
   {550043, 14.6113281245, 26.064132690431, -0.70259918212891, 4.1885299682617, 500},
   {550052, -2.5888671880002, 37.121139526368, -0.60220016479492, 4.5786099433899, 100},
   {550052, 2.9111328119998, 36.130142211915, -0.45920051574707, 0.35709500312805, 250},
   {550052, 20.1113281245, 32.202133178712, -0.60220016479492, 5.5289402008057, 100},
   {550052, 33.1113281245, 20.717132568361, -0.45920051574707, 3.4123001098633, 250},
   {550052, 18.711914062, 22.577133178712, -0.60220016479492, 5.2697601318359, 100},
   {550052, 28.0117187495, 21.70314025879, -0.55259956359863, 2.8978600502014, 150},
   {550035, 0.011718749499778, 15.353149414064, 3.2529004669189, 0, 1000},
   {550052, 20.1113281245, 19.713134765626, -0.60220016479492, 5.024670124054, 100},
   {550035, 30.411132812, 30.35614013672, 3.2529004669189, 0, 1000},
   {550035, 0.011718749499778, 45.743133544923, 3.2529004669189, 0, 1000},
   {550052, -1.9882812505002, 22.602142333986, -0.60220016479492, 2.6114399433136, 100},
   {550048, -36.3886718755, -2.5788574218737, -0.70159973144531, 2.1284201145172, 100},
   {550051, -43.788085938, -2.8098449707019, -0.70240081787109, 3.3023300170898, 200},
   {550051, -42.688476563, -8.9008483886706, -0.70209945678711, 3.3023300170898, 200},
   {550051, -41.688476563, -15.026855468749, -0.70240081787109, 3.3023300170898, 200},
