--550068 -> 550103
FORESTABS_FIELD_OFFSETS = {
   {550079, -13248.799804688, 281.44400024414, 21.857099533081, 3.1105799674988, 69.999998807907},
   {550068, -13173, 303.15798950195, 21.857599258423, 4.5400099754333, 179.99999523163},
   {550068, -13178.5, 303.875, 21.857599258423, 3.0791599750519, 179.99999523163},
   {550068, -13177.700195313, 285.51599121094, 21.857799530029, 4.771210193634, 179.99999523163},
   {550092, -13199.099609375, 307.21398925781, 25.266799926758, 2.6774299144745, 15.000000596046},
   {550091, -13199.700195313, 306.10998535156, 25.557899475098, 2.6460099220276, 10.000000149012},
   {550068, -13168.200195313, 277.5119934082, 21.857999801636, 0.98166400194168, 179.99999523163},
   {550090, -13194.900390625, 308.93798828125, 21.857799530029, 4.1208400726318, 200},
   {550092, -13198.299804688, 308.68200683594, 25.361400604248, 3.9576299190521, 14.000000059605},
   {550090, -13198.799804688, 303.10900878906, 21.857900619507, 0.80724197626114, 229.99999523163},
   {550099, -13197.599609375, 306.78698730469, 15.358300209045, 5.7403302192688, 120.00000476837},
   {550068, -13176.299804688, 306.42098999023, 21.857599258423, 4.0569801330566, 179.99999523163},
   {550068, -13181.5, 309.36898803711, 21.857599258423, 4.2690401077271, 179.99999523163},
   {550068, -13176.900390625, 304.52099609375, 21.857599258423, 3.7114100456238, 179.99999523163},
   {550096, -13191, 309.62100219727, 21.858299255371, 1.839329957962, 40.000000596046},
   {550068, -13171.599609375, 277.07501220703, 21.857999801636, 0.43973898887634, 179.99999523163},
   {550085, -13169.200195313, 286.18499755859, 19.857799530029, 3.2687499523163, 69.999998807907},
   {550078, -13189, 295.19299316406, 21.856700897217, 1.4690799713135, 50},
   {550096, -13180.5, 291.43499755859, 21.45719909668, 2.5587999820709, 30.000001192093},
   {550095, -13186.5, 290.25601196289, 20.857200622559, 1.4828100204468, 30.000001192093},
   {550095, -13189.799804688, 290.29501342773, 20.857400894165, 5.0469498634338, 25},
   {550068, -13178.400390625, 272.38198852539, 21.857999801636, 5.9414501190186, 179.99999523163},
   {550068, -13175.400390625, 275.73999023438, 21.857999801636, 4.735869884491, 179.99999523163},
   {550096, -13193.799804688, 291.17300415039, 21.856599807739, 4.5945501327515, 30.000001192093},
   {550068, -13184.099609375, 308.25698852539, 21.857599258423, 4.1119599342346, 179.99999523163},
   {550096, -13196.799804688, 295.25100708008, 21.856800079346, 0.48770201206207, 30.000001192093},
   {550095, -13198.799804688, 298.42700195313, 21.857500076294, 1.2652499675751, 34.999999403954},
   {550090, -13165.5, 293.46499633789, 21.8577003479, 0.26700899004936, 120.00000476837},
   {550090, -13169.599609375, 300.4049987793, 21.858200073242, 3.7031300067902, 100},
   {550090, -13167.900390625, 293.39700317383, 21.857099533081, 3.978019952774, 100},
   {550068, -13184.099609375, 311.00500488281, 21.857599258423, 2.5961399078369, 179.99999523163},
   {550068, -13183.900390625, 306.11599731445, 21.857599258423, 4.6970801353455, 179.99999523163},
   {550068, -13163.900390625, 269.60400390625, 21.857999801636, 0.40438801050186, 179.99999523163},
   {550068, -13186.5, 312.91101074219, 21.857599258423, 1.2295500040054, 179.99999523163},
   {550068, -13167.099609375, 266.97500610352, 21.857999801636, 4.2057199478149, 179.99999523163},
   {550068, -13169.700195313, 270.73901367188, 21.857999801636, 2.9883499145508, 179.99999523163},
   {550068, -13166.400390625, 276.26501464844, 21.857999801636, 5.4309301376343, 179.99999523163},
   {550068, -13171.5, 273.07000732422, 21.857999801636, 4.8929400444031, 179.99999523163},
   {550068, -13166.700195313, 274.66598510742, 21.857999801636, 4.9322099685669, 179.99999523163},
   {550068, -13167.400390625, 273.25799560547, 21.857999801636, 3.5184900760651, 179.99999523163},
   {550089, -13199.599609375, 307.82699584961, 21.857599258423, 2.1492300033569, 100},
   {550090, -13170.599609375, 293.82800292969, 21.856599807739, 2.1441099643707, 120.00000476837},
   {550068, -13173.700195313, 273.12298583984, 21.857999801636, 3.4321100711823, 179.99999523163},
   {550068, -13174.200195313, 270.59298706055, 21.857999801636, 1.5078799724579, 179.99999523163},
   {550068, -13177.299804688, 269.26300048828, 21.857999801636, 0.73819202184677, 179.99999523163},
   {550068, -13180.5, 273.42199707031, 21.857999801636, 6.1260299682617, 179.99999523163},
   {550090, -13173.5, 293.9460144043, 21.857500076294, 1.3979799747467, 100},
   {550090, -13176.099609375, 294.07998657227, 21.857900619507, 4.7437801361084, 100},
   {550090, -13171.200195313, 299.24798583984, 21.857000350952, 4.5395798683167, 120.00000476837},
   {550068, -13183, 278.0710144043, 21.857999801636, 4.9479298591614, 179.99999523163},
   {550068, -13178, 280.64099121094, 21.857999801636, 1.5392999649048, 179.99999523163},
   {550068, -13178.200195313, 282.52499389648, 21.857999801636, 6.1142401695251, 179.99999523163},
   {550090, -13173.5, 299.38500976563, 21.857500076294, 5.9218797683716, 120.00000476837},
