ICC_FIELD_OFFSETS = {
   {550010, -35.288085938, 22.136138916017, 0.0036004638671869, 2.5462698936462, 200},
   {550020, -35.9882812505, 23.938140869142, -8.9249006652832, 2.5478200912476, 200},
   {550012, -42.8886718755, 5.929138183595, 0.0017999267578119, 1.3736300468445, 200},
   {550012, -42.3886718755, 8.6261291503919, 0.0017999267578119, 1.3736300468445, 200},
   {550012, -41.788085938, 11.352142333986, 0.0017999267578119, 1.3736300468445, 200},
   {550012, -41.288085938, 14.06414794922, 0.0017999267578119, 1.3736300468445, 200},
   {550012, -40.188476563, 19.486145019533, 0.0017999267578119, 1.3736300468445, 200},
   {550012, -40.688476563, 16.808135986329, 0.0017999267578119, 1.3736300468445, 200},
   {550016, -21.588867188, 25.076141357423, -1.08580078125, 1.6398799419403, 69.999998807907},
   {550024, -41.288085938, 9.7801513671888, 0.0027993774414057, 6.1323399543762, 800},
   {550010, 2.5117187494998, -42.537872314452, 0.0036004638671869, 4.7453899383545, 200},
   {550010, 39.411132812, -15.322845458983, 0.0036004638671869, 5.8975701332092, 200},
   {550012, 8.2119140619998, -44.119873046874, 0.0029004669189447, 0.43590900301933, 200},
   {550024, -9.5888671880002, -26.110870361327, 0.0027993774414057, 5.8064098358154, 700},
   {550024, -14.8886718755, -23.45684814453, 0.0027993774414057, 5.8064098358154, 750},
   {550024, -16.188476563, -22.756866455077, 0.0027993774414057, 5.8064098358154, 700},
   {550024, -9.2880859380002, -42.652862548827, 0.0027993774414057, 1.2353999614716, 800},
   {550024, -29.288085938, -32.157867431639, 0.0027993774414057, 0.97228401899338, 800},
   {550024, -41.188476563, -8.9578552246081, 0.0027993774414057, 0.17509900033474, 800},
   {550020, -36.788085938, -24.146850585936, -8.9270006561279, 3.6964499950409, 200},
   {550012, -15.188476563, -29.306854248046, 0.0029004669189447, 4.2332901954651, 250},
   {550012, -10.788085938, -42.972869873046, 0.0022996520996088, 5.9580001831055, 200},
   {550012, -10.3886718755, -20.065856933592, 0.0029004669189447, 4.2332901954651, 250},
   {550012, -8.0888671880002, -43.856872558592, 0.0022996520996088, 5.9580001831055, 200},
   {550012, -5.5888671880002, -44.719848632811, 0.0022996520996088, 5.9580001831055, 200},
   {550025, -27.788085938, -10.141845703124, -26.938999786377, 3.8119299411774, 150},
   {550012, -40.8886718755, -15.783874511717, 0.0017999267578119, 1.7349100112915, 200},
   {550012, -13.3886718755, -42.098846435546, 0.0022996520996088, 5.9580001831055, 200},
   {550012, -41.788085938, -10.375854492186, 0.0017999267578119, 1.7349100112915, 200},
   {550012, -40.3886718755, -18.479858398436, 0.0017999267578119, 1.7349100112915, 200},
   {550012, -42.688476563, -4.9508666992175, 0.0017999267578119, 1.7349100112915, 200},
   {550012, -41.288085938, -13.059844970702, 0.0017999267578119, 1.7349100112915, 200},
   {550010, -16.4882812505, -40.104858398436, 0.0036004638671869, 2.6591401100159, 200},
   {550010, -22.088867188, -34.70684814453, 0.0024007415771479, 5.8041000366211, 200},
   {550010, -34.8886718755, -24.140869140624, 0.0017999267578119, 3.7031600475311, 200},
   {550012, -16.788085938, -32.392852783202, 0.0013993835449213, 4.2332901954651, 250},
   {550012, -13.4882812505, -26.208862304686, 0.0029004669189447, 4.2332901954651, 250},
   {550012, -11.8886718755, -23.102874755858, 0.0029004669189447, 4.2332901954651, 250},
   {550012, -8.8886718755002, -17.248870849608, 0.0029004669189447, 4.2332901954651, 200},
   {550012, -43.088867188, -2.2078552246081, 0.0017999267578119, 1.7349100112915, 200},
   {550012, -42.188476563, -7.6458740234362, 0.0017999267578119, 1.7349100112915, 200},
   {550012, -43.588867188, 0.50512695312625, 0.0017999267578119, 1.7349100112915, 200},
   {550012, -43.3886718755, 3.2331542968763, 0.0017999267578119, 1.3736300468445, 200},
   {550012, -26.3886718755, -35.250854492186, 0.0022996520996088, 5.6312699317932, 200},
   {550012, -30.688476563, -31.924865722655, 0.0027993774414057, 5.6312699317932, 200},
   {550028, -1.1884765630002, -2.64385986328, 23.037099943161, 1, 600},
   {550023, -0.88867187550022, -3.1738586425769, 33.504599914551, 0, 129.99999523163},
   {550020, 1.5117187494998, -44.106872558592, -8.9244009399414, 4.7528100013733, 200},
   {550020, 40.5117187495, -16.821868896483, -8.9240003967285, 5.9034099578857, 200},
   {550015, 38.0117187495, -3.8558654785144, -0.88580001831055, 0.72174698114395, 110.00000238419},
   {550016, 24.0117187495, -24.535858154296, -1.08580078125, 4.6880102157593, 69.999998807907},
   {550024, 31.811523437, -28.180847167967, 0.0027993774414057, 2.409569978714, 800},
   {550024, 16.6113281245, -39.425872802733, 0.0027993774414057, 2.0482800006866, 800},
   {550012, 9.2119140619998, 16.910140991212, 0.0024999237060541, 4.2332901954651, 250},
   {550012, 14.0117187495, 26.128143310548, 0.0024999237060541, 4.2332901954651, 250},
   {550010, 14.0117187495, 34.076141357423, 0.0036004638671869, 5.8046598434448, 200},
   {550012, 10.811523437, 19.992141723634, 0.0024999237060541, 4.2332901954651, 250},
   {550012, 12.411132812, 23.045135498048, 0.0024999237060541, 4.2332901954651, 250},
   {550010, 19.5117187495, 28.734146118165, 0.0017007446289057, 2.6591401100159, 200},
   {550012, 6.2119140619998, 11.119140625001, 0.0024999237060541, 4.2332901954651, 200},
   {550012, 7.6113281244998, 13.859130859376, 0.0024999237060541, 4.2332901954651, 250},
   {550025, 24.0117187495, 11.194152832033, -25.23400177002, 0.91141498088837, 150},
   {550024, 11.811523437, 17.651138305665, 0.0027993774414057, 5.8064098358154, 750},
   {550024, 10.711914062, 18.242141723634, 0.0027993774414057, 5.8064098358154, 800},
   {550024, 13.0117187495, 17.059143066408, 0.0027993774414057, 5.8064098358154, 700},
   {550024, 9.2119140619998, 18.943145751954, 0.0027993774414057, 5.8064098358154, 800},
   {550024, 8.1113281244998, 19.516143798829, 0.0027993774414057, 5.8064098358154, 750},
   {550024, 6.8115234369998, 20.181137084962, 0.0027993774414057, 5.8064098358154, 700},
   {550012, 10.811523437, -43.055847167967, 0.0031007385253901, 0.43590900301933, 200},
   {550012, 13.311523437, -41.901855468749, 0.0031007385253901, 0.43590900301933, 200},
   {550012, 15.711914062, -40.701873779296, 0.0031007385253901, 0.43590900301933, 200},
   {550012, 18.211914062, -39.516845703124, 0.0031007385253901, 0.43590900301933, 200},
   {550012, 20.811523437, -38.33087158203, 0.0031007385253901, 0.43590900301933, 200},
   {550012, 23.311523437, -37.142852783202, 0.0031007385253901, 0.43590900301933, 200},
   {550012, 25.6113281245, -35.501861572264, 0.0031007385253901, 0.78933799266815, 200},
   {550012, 27.5117187495, -33.537872314452, 0.0031007385253901, 0.78933799266815, 200},
   {550012, 29.5117187495, -31.563873291014, 0.0031007385253901, 0.78933799266815, 200},
   {550012, 31.411132812, -29.609863281249, 0.0031007385253901, 0.78933799266815, 200},
   {550012, 33.311523437, -27.669860839842, 0.0031007385253901, 0.78933799266815, 200},
   {550012, 35.311523437, -25.693847656249, 0.0031007385253901, 0.78933799266815, 200},
   {550012, 37.311523437, -23.719848632811, 0.0031007385253901, 0.78933799266815, 200},
   {550012, -28.588867188, -33.592864990233, 0.0027993774414057, 5.6312699317932, 200},
   {550012, -32.8886718755, -30.238861083983, 0.0027993774414057, 5.6312699317932, 200},
   {550024, -11.588867188, -25.069854736327, 0.0027993774414057, 5.8064098358154, 800},
   {550015, -34.788085938, 0.48513793945438, -0.88580001831055, 4.1727900505066, 110.00000238419},
   {550024, -10.4882812505, -25.644866943358, 0.0027993774414057, 5.8064098358154, 750},
   {550024, -13.588867188, -24.118865966796, 0.0027993774414057, 5.8064098358154, 800}
}
